CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,OTHER_SRVC,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OPIOIDMAINT,OPIOIDWDRAW,OPIOIDDETOX,OPIOIDNAL,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG24,LANG9,LANG10,LANG22,LANG25,LANG26,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC30,SRVC34,SRVC33,SRVC64,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,HINUM,RCNUM,OPNUM,LOC5,LICEN,ACCRED
71,AK,0,1,1,,0,,6,2,2,4,1,0,1,1,0,1,0,0,0,1,1,1,0,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,,,2,0,1,M
72,AK,0,1,2,,0,,7,7,2,16,1,0,1,0,0,1,1,0,,,,,,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,,,2,0,1,1
73,AK,0,1,2,,0,,7,2,2,13,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,5,1,1,M
74,AK,1,1,2,,0,,6,7,2,17,0,0,0,0,0,0,0,0,,,,,,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,,,1,1,0,1,0,,,,,,1,1,1,0,1,1,1,D,1,1,D,,2,,0,1,1
75,AK,0,1,2,,0,,5,2,2,15,0,1,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,1,1,1,1,,2,,0,1,1
76,AK,1,1,6,1,0,,7,7,2,15,0,0,1,1,0,1,1,0,0,1,0,0,0,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,,3,4,0,M,1
77,AK,0,1,5,,0,,7,1,2,13,1,0,0,0,0,0,0,0,,,,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,D,1,1,,,2,0,1,1
78,AK,0,1,4,,1,1,7,1,2,11,3,0,0,0,0,0,0,0,,,,,,3,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,,,2,0,1,1
79,AK,0,1,2,,0,,4,2,2,9,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,,1,2,0,1,1
80,AK,0,1,5,,0,,6,1,2,7,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,,,3,0,0,1
81,AK,0,1,2,,0,,6,0,2,8,1,0,0,0,0,0,0,0,,,,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,1,0,1,1
82,AK,0,1,2,,0,,7,2,2,11,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,,,1,0,1,0
83,AK,0,1,2,,0,,7,0,2,11,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,,,1,0,1,1
84,AK,0,1,2,,0,,7,5,2,11,0,0,0,0,0,0,0,0,,,,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,,2,3,1,1,1
85,AK,1,1,2,,0,,6,5,2,10,0,0,0,0,1,0,0,1,1,1,1,1,0,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,1,1,1,1,1,0,,,0,,,,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,D,,,2,0,1,1
86,AK,1,1,4,,1,1,6,7,2,14,0,0,1,1,0,1,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,,,,0,1,1
87,AK,0,1,2,,0,,5,2,2,9,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,,,4,0,1,1
88,AK,0,1,2,,0,,6,2,2,14,0,0,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,2,0,1,1
89,AK,0,1,5,,0,,7,1,2,11,0,0,0,0,0,0,0,0,,,,,,1,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,1,1,1,1,,2,,0,1,1
90,AK,0,1,4,,0,,7,0,2,15,3,0,1,0,0,0,0,0,,,,,,1,0,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,,,,0,1,1
91,AK,1,1,2,,0,,4,3,2,15,0,0,0,0,0,0,0,0,,,,,,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,,,1,1,0,1,0,,,,,,1,0,1,0,1,0,0,0,D,1,D,,2,,0,1,1
92,AK,0,1,2,,0,,6,1,2,13,0,0,0,0,0,0,0,0,,,,,,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,D,1,D,,,,0,1,1
93,AK,0,1,2,,0,,7,7,2,13,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,0,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,D,,,4,1,1,1
94,AK,0,1,2,,0,,6,6,2,14,2,0,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,D,,3,,0,1,1
95,AL,0,1,2,,0,,6,3,2,16,1,0,0,0,0,0,0,0,,,,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,0,1,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,,,5,0,1,1
96,AL,1,1,1,,1,1,5,5,2,13,2,0,1,1,1,1,1,0,0,1,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,3,2,3,0,M,M
97,AL,0,1,2,,0,,4,1,2,4,0,0,0,0,0,0,0,0,,,,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,4,0,1,0
98,AL,1,1,1,,1,1,3,1,2,2,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,0,,,,,,M,M,M,D,D,D,D,D,D,D,D,1,,,0,M,M
99,AL,0,1,2,,0,,4,0,1,7,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,0,1,0,1,0,1,0,1,D,D,D,D,,,5,0,1,M
100,AL,0,1,1,,0,,5,5,1,10,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,4,0,1,1
101,AL,0,1,1,,0,,2,7,2,10,0,0,0,0,1,0,0,1,1,1,1,1,0,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,1
102,AL,1,1,1,,0,,4,3,2,2,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,0,0,0,1,0,0,1,1,1,D,,4,,0,1,1
103,AL,0,1,6,1,1,1,3,7,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,,,1,0,0,1
104,AL,0,1,2,,0,,4,1,2,7,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,,,2,0,0,0
105,AL,1,0,2,,1,1,6,6,1,12,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,0,,,,,,0,0,0,0,1,1,1,D,1,1,D,,,,0,1,1
106,AL,0,1,2,,0,,3,2,2,5,1,0,0,0,0,0,0,0,,,,,,M,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,4,0,1,0
107,AL,0,1,2,,0,,5,3,2,12,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,1,1,1,0,,,1,0,1,0,0,,,,,,1,1,0,0,1,0,1,1,1,1,0,,2,,0,1,0
108,AL,0,1,2,,0,,6,1,2,8,0,0,0,0,0,0,0,0,,,,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,,,2,0,1,M
109,AL,0,1,2,,0,,5,3,2,7,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,4,0,1,M
110,AL,0,1,2,,0,,2,1,1,10,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,1,1,1,0,1,0,1,0,1,1,0,,2,,0,1,M
111,AL,0,1,1,,0,,1,2,2,3,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,D,,,2,0,1,1
112,AL,0,1,1,,0,,3,2,2,2,0,0,0,1,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,2,0,1,1
113,AL,0,1,2,,0,,5,1,2,10,0,0,0,0,0,0,0,0,,,,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,3,0,1,M
114,AL,0,1,2,,0,,6,6,2,14,0,0,1,1,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,0,1,0
115,AL,0,1,2,,0,,6,6,2,10,0,0,1,1,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,,,,0,1,0
116,AL,0,1,2,,0,,6,6,2,10,0,0,1,1,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,,0,1,0
117,AL,0,1,1,,0,,1,3,2,3,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,2,0,1,1
118,AL,0,1,1,,0,,3,2,2,10,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,3,0,1,1
119,AL,0,1,1,,0,,3,7,1,10,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,,,3,0,1,1
120,AL,1,1,1,,0,,5,3,2,11,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,1
121,AL,0,1,2,,0,,3,3,2,17,0,0,0,0,0,1,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,,,0,,,,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,,,3,0,1,0
122,AL,0,1,1,,0,,2,2,2,2,0,0,1,1,0,0,0,0,,,,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,D,,,3,0,1,1
123,AL,0,1,2,,0,,5,2,2,10,1,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,,,4,0,1,0
124,AL,0,1,2,,0,,4,2,1,7,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,1,0,1,1,0,,,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,4,1,1,1,0
125,AL,0,1,1,,0,,6,3,2,11,1,0,0,0,0,0,0,0,,,,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,,,2,0,1,1
126,AL,0,1,1,,0,,6,3,2,10,0,0,0,0,0,0,0,0,,,,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,,,3,0,1,1
127,AL,0,1,2,,0,,4,2,2,5,0,0,0,0,0,0,0,0,,,,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,4,0,1,0
128,AL,0,1,1,,0,,4,4,2,11,0,0,0,0,0,0,0,0,,,,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,,,5,0,1,0
129,AL,0,1,2,,0,,3,2,1,7,0,0,0,0,0,0,0,0,,,,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,D,1,0,0,0,0,,,2,0,1,0
130,AL,1,0,4,,1,1,3,6,1,4,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,0,,,,,,0,1,0,0,1,1,1,0,0,1,0,2,,,0,1,1
131,AL,1,1,1,,0,,5,3,2,11,3,0,0,0,0,0,0,0,,,,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,0,0,0,,,0,,,,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,,,5,0,1,1
132,AL,0,1,1,,0,,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,1,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,,3,0,1,1
133,AL,0,1,2,,0,,4,5,1,12,0,0,0,0,0,1,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,0,0,0,0,1,0,,4,,0,1,M
134,AL,0,1,1,,0,,4,3,1,4,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,5,0,1,1
135,AL,0,1,2,,0,,6,2,2,12,0,0,0,0,0,0,0,0,,,,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,D,,,1,0,1,0
136,AL,0,1,2,,0,,3,1,2,6,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,D,0,1,0,0,0,0,0,0,,,1,0,1,M
137,AL,0,1,2,,0,,5,3,2,8,0,0,1,1,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,0,1,1,1,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,,,1,0,1,M
138,AL,0,1,2,,0,,5,3,2,9,0,0,1,1,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,,,3,0,1,M
139,AL,0,1,2,,0,,5,1,2,10,0,0,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,,,2,0,0,0
140,AL,0,1,6,1,1,1,7,7,2,15,0,0,1,1,0,0,0,0,,,,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,,0,,,,1,0,0,1,1,1,0,1,1,0,D,D,D,D,1,1,D,,,2,0,1,1
141,AL,0,1,2,,0,,5,5,2,6,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,,,1,0,1,1
142,AL,0,1,1,,0,,7,7,2,16,3,0,1,1,1,1,1,1,1,1,1,0,1,2,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,1,0,1,1,1,0,0,0,1,0,1,0,D,1,0,,,4,0,1,1
143,AL,0,1,2,,0,,5,4,2,9,1,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,,4,2,0,1,M
144,AL,0,1,1,,0,,2,2,2,2,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,,,2,0,1,1
145,AL,0,1,2,,0,,5,1,2,12,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,D,1,1,1,1,D,,,3,0,1,0
146,AL,1,1,1,,0,,3,4,2,11,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,0,1,1
147,AL,1,1,1,,0,,4,3,2,6,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,1,1,1,1,1,0,0,D,0,1,0,0,0,0,0,0,,,2,0,1,1
148,AL,1,1,1,,0,,3,4,2,10,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,0,0,1,1,1,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,1,1
149,AL,0,1,2,,0,,3,3,2,6,0,0,0,0,0,1,0,0,,,,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,1,1,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,0,,3,,0,1,1
150,AL,1,1,1,,0,,4,3,2,11,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,5,0,1,1
151,AL,1,1,1,,0,,4,4,2,10,0,0,0,0,1,0,1,1,1,1,0,1,0,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,5,0,1,1
152,AL,0,1,2,,0,,5,5,2,17,0,1,0,0,0,0,0,0,,,,,,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,,,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,2,1,0,1,M
153,AL,0,1,1,,0,,2,2,2,6,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,,,3,0,1,1
